prompt,description,inputs,steps,expected_output,platform,domain,feature,aspect,scope
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Trang đăng ký tải đúng trên các trình duyệt phổ biến,"email=""..."", password=""...""","1) Mở trang trên Chrome Firefox Safari Edge
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Trang hiển thị đầy đủ không lỗi render,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Placeholder và nhãn hiển thị đúng và căn chỉnh nhất quán,Không có,"1) Quan sát placeholder
2) nhãn trên các trình duyệt
3) Quan sát kết quả","Nội dung và vị trí đồng nhất, không lệch",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Điều hướng bằng phím Tab qua các phần tử form,Không có,"1) Dùng phím Tab chuyển giữa các trường
2) nút
3) Quan sát kết quả","Thứ tự focus đúng, có thể thao tác bằng bàn phím",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Dùng tốt trên trình duyệt desktop và mobile,Không có,"1) Mở trang trên desktop và mobile
2) quan sát
3) Quan sát kết quả",Khả dụng tốt trên cả hai môi trường,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Gửi form đăng ký thành công trên mỗi trình duyệt,"email=""..."", password=""...""","1) Điền dữ liệu hợp lệ
2) gửi trên từng trình duyệt
3) Quan sát kết quả","Đăng ký thành công, không lỗi đặc thù trình duyệt",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Xử lý thuộc tính validation HTML5 nhất quán,Không có,"1) Kiểm tra required minlength maxlength trên các trình duyệt
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hành vi tương đồng, không bỏ qua thuộc tính",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Kiểm tra khác biệt định dạng ngày giờ nếu có,"ngày=""dd/mm/yyyy""","1) Nhập hoặc chọn ngày giờ trên các trình duyệt
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Giá trị được hiểu và gửi nhất quán,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],"Mã hóa ký tự đặc biệt &, <, > trong input",Không có,"1) Nhập ký tự đặc biệt vào trường văn bản
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị và gửi dữ liệu an toàn đúng chuẩn,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Tự động điền của trình duyệt hoạt động hợp lý,Không có,"1) Dùng autofill trên form đăng ký
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Giá trị điền đúng trường, không phá vỡ validation",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Widget chọn ngày lịch hoạt động đồng đều,"ngày=""dd/mm/yyyy""","1) Tương tác với date picker trên các trình duyệt
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hoạt động mượt, định dạng đúng",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Bố cục trang giữ nhất quán giữa các trình duyệt,Không có,"1) So sánh vị trí trường và nhãn
2) quan sát khi load lại
3) Quan sát kết quả","Bố cục ổn định, không xô lệch",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Thay đổi kích thước cửa sổ trình duyệt phản hồi hợp lý,Không có,"1) Resize cửa sổ nhiều mức
2) quan sát tái bố cục
3) Quan sát kết quả",Thành phần tự co giãn đúng,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Media queries hoạt động trên nhiều kích thước màn hình,Không có,"1) Kiểm tra breakpoint nhỏ vừa lớn
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kiểu dáng áp dụng đúng theo breakpoint,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Xử lý thay đổi viewport khi zoom,Không có,"1) Zoom 80% 100% 150% 200%
2) quan sát
3) Quan sát kết quả",Vẫn đọc được và thao tác được,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Đảm bảo đọc được ở nhiều mức zoom,giá_trị=...,"1) Kiểm tra khả năng đọc ở các mức zoom khác nhau
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Chữ không vỡ, khoảng cách hợp lý",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Sự kiện chạm và cử chỉ trên mobile browser,Không có,"1) Chạm vào trường
2) kéo
3) cuộn
4) phóng to","Tương tác mượt, không đơ",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],"Nhất quán font, căn lề và khoảng cách",Không có,"1) So sánh font
2) spacing trên các trình duyệt thiết bị
3) Quan sát kết quả","Trình bày nhất quán, không thay đổi bất thường",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Tương thích đa hệ điều hành Windows macOS iOS Android,Không có,"1) Mở trang đăng ký trên mỗi hệ điều hành
2) quan sát
3) Quan sát kết quả","Hoạt động ổn định, không lỗi đặc thù HĐH",web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Khả dụng trên thiết bị cảm ứng và không cảm ứng,Không có,"1) Thử dùng chuột bàn phím cảm ứng
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Tương tác mượt với mọi phương thức nhập,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Xử lý phương thức nhập đặc thù thiết bị,Không có,"1) Thử bàn phím ảo phần cứng cảm ứng chuột
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Mọi phương thức hoạt động bình thường,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Phân biệt hành vi mobile và desktop hợp lý,Không có,"1) So sánh layout
2) kích thước font giữa mobile
3) desktop",Hành vi phù hợp từng môi trường,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống web; vai trò: Người dùng/Tester; môi trường: Chrome/Edge - Tạo test case cho đăng ký - trải nghiệm (tổng quát) [web],Trình duyệt di động Chrome Android và Safari iOS,Không có,"1) Mở đăng ký trên Chrome Android
2) Safari iOS
3) Quan sát kết quả",Trang hoạt động đúng trên cả hai,web,tổng quát,đăng ký,trải nghiệm,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Lưu dữ liệu đăng ký chính xác vào DB,"email=""..."", password=""...""","1) Đăng ký hợp lệ
2) kiểm tra các trường trong DB
3) Quan sát kết quả",Username email mật khẩu băm được lưu đúng,cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Ràng buộc duy nhất ngăn trùng email hoặc username,Không có,"1) Thử đăng ký trùng email hoặc username
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","DB từ chối theo unique constraint, trả lỗi hợp lệ",cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Xử lý lỗi kết nối DB thân thiện,Không có,"1) Mô phỏng mất kết nối DB khi gửi form
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hiển thị lỗi thân thiện, không rò rỉ stacktrace",cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Gửi email xác minh khi đăng ký thành công,"email=""..."", password=""...""","1) Hoàn tất đăng ký
2) kiểm tra hệ thống gửi mail
3) Quan sát kết quả",Email xác minh được gửi với nội dung đúng,cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Nội dung email chứa thông tin cá nhân hóa và liên kết,Không có,"1) Mở email xác minh
2) kiểm tra chủ đề và body
3) Quan sát kết quả",Có tên người dùng và liên kết xác minh chính xác,cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Xử lý lỗi gửi email,Không có,"1) Mô phỏng dịch vụ email không khả dụng
2) gửi form
3) Quan sát kết quả","Hệ thống xử lý gracefully, hướng dẫn thử lại",cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Đăng ký bằng Google Facebook Twitter qua nút tương ứng,"email=""..."", password=""...""","1) Nhấn nút nhà cung cấp
2) chấp thuận quyền
3) hoàn tất",Tạo tài khoản mới hoặc liên kết tài khoản thành công,cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Đăng ký qua nhiều nhà cung cấp để so sánh tính nhất quán,"email=""..."", password=""...""","1) Thực hiện đăng ký với Google
2) Facebook
3) Quan sát kết quả","Luồng tương tự, dữ liệu tối thiểu cần thiết được thu thập như nhau",cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Xử lý khi nhà cung cấp tạm thời không khả dụng,Không có,"1) Gọi đăng ký qua bên thứ ba khi dịch vụ down
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Thông báo phù hợp, hướng dẫn thử lại, không treo",cả hai,tổng quát,đăng ký,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho đăng ký - chức năng (tổng quát) [cả hai],Hiển thị hướng dẫn khi xác thực bên thứ ba thất bại,Không có,"1) Cố ý hủy hoặc nhập sai thông tin ở nhà cung cấp
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Trang hiển thị bước khắc phục rõ ràng,cả hai,tổng quát,đăng ký,chức năng,dùng chung
